TranNo,TranDate,CustomerID,CustomerTitle,Amount,TranType,TranOrder,DestinationRefNo
1819-000274,09/01/2019,1705,MOSA (Atique Disturber Khi),46265.76,Invoice,4,61
1819-000309,09/01/2019,1705,MOSA (Atique Disturber Khi),81202.56,Invoice,4,61
CCN1819-000215,09/01/2019,1705,MOSA (Atique Disturber Khi),-4272.0,CrNote,4,61
1819-000292,10/01/2019,1705,MOSA (Atique Disturber Khi),-330946.0,Receipt,1,61
1819-000336,10/01/2019,1705,MOSA (Atique Disturber Khi),-300000.0,Receipt,1,61
1819-000382,14/01/2019,1705,MOSA (Atique Disturber Khi),-250000.0,Receipt,1,61
1819-000581,14/01/2019,1705,MOSA (Atique Disturber Khi),260592.0,Invoice,4,61
1819-000582,14/01/2019,1705,MOSA (Atique Disturber Khi),38448.0,Invoice,4,61
1819-000585,15/01/2019,1705,MOSA (Atique Disturber Khi),52289.28,Invoice,4,61
1819-000586,15/01/2019,1705,MOSA (Atique Disturber Khi),1879.68,Invoice,4,61
1819-000597,19/01/2019,1705,MOSA (Atique Disturber Khi),43574.4,Invoice,4,61
1819-000598,19/01/2019,1705,MOSA (Atique Disturber Khi),17429.76,Invoice,4,61
1819-000432,21/01/2019,1705,MOSA (Atique Disturber Khi),-270000.0,Receipt,1,61
1819-000606,21/01/2019,1705,MOSA (Atique Disturber Khi),94464.0,Invoice,4,61
1819-000639,22/01/2019,1705,MOSA (Atique Disturber Khi),179424.0,Invoice,4,61
1819-000640,22/01/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-000443,23/01/2019,1705,MOSA (Atique Disturber Khi),-35075.0,Receipt,1,61
1819-000674,23/01/2019,1705,MOSA (Atique Disturber Khi),43574.4,Invoice,4,61
1819-000691,25/01/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-000692,25/01/2019,1705,MOSA (Atique Disturber Khi),87042.0,Invoice,4,61
1819-000491,28/01/2019,1705,MOSA (Atique Disturber Khi),-313000.0,Receipt,1,61
1819-000729,29/01/2019,1705,MOSA (Atique Disturber Khi),16020.0,Invoice,4,61
1819-000730,29/01/2019,1705,MOSA (Atique Disturber Khi),32680.8,Invoice,4,61
1819-000731,29/01/2019,1705,MOSA (Atique Disturber Khi),141720.02,Invoice,4,61
1819-000732,29/01/2019,1705,MOSA (Atique Disturber Khi),120787.21,Invoice,4,61
1819-000739,30/01/2019,1705,MOSA (Atique Disturber Khi),52289.28,Invoice,4,61
1819-000747,31/01/2019,1705,MOSA (Atique Disturber Khi),9612.0,Invoice,4,61
1819-000748,31/01/2019,1705,MOSA (Atique Disturber Khi),219260.4,Invoice,4,61
1819-000774,02/02/2019,1705,MOSA (Atique Disturber Khi),215308.8,Invoice,4,61
1819-000604,04/02/2019,1705,MOSA (Atique Disturber Khi),-215000.0,Receipt,1,61
1819-000792,06/02/2019,1705,MOSA (Atique Disturber Khi),4806.0,Invoice,4,61
1819-000793,06/02/2019,1705,MOSA (Atique Disturber Khi),70711.68,Invoice,4,61
1819-000815,08/02/2019,1705,MOSA (Atique Disturber Khi),43574.4,Invoice,4,61
1819-000830,09/02/2019,1705,MOSA (Atique Disturber Khi),138412.8,Invoice,4,61
1819-000647,11/02/2019,1705,MOSA (Atique Disturber Khi),-210217.0,Receipt,1,61
1819-000662,11/02/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-000675,13/02/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1819-000676,13/02/2019,1705,MOSA (Atique Disturber Khi),-75767.0,Receipt,1,61
1819-000859,13/02/2019,1705,MOSA (Atique Disturber Khi),9612.0,Invoice,4,61
1819-000860,13/02/2019,1705,MOSA (Atique Disturber Khi),48060.0,Invoice,4,61
1819-000861,13/02/2019,1705,MOSA (Atique Disturber Khi),192240.0,Invoice,4,61
1819-000708,14/02/2019,1705,MOSA (Atique Disturber Khi),-226500.0,Receipt,1,61
1819-000867,14/02/2019,1705,MOSA (Atique Disturber Khi),76255.2,Invoice,4,61
CCN1819-000066,15/02/2019,1705,MOSA (Atique Disturber Khi),-69249.0,CrNote,4,61
1819-000737,19/02/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-000747,19/02/2019,1705,MOSA (Atique Disturber Khi),-15614.0,Receipt,1,61
1819-000929,19/02/2019,1705,MOSA (Atique Disturber Khi),32680.8,Invoice,4,61
1819-000798,21/02/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-000949,21/02/2019,1705,MOSA (Atique Disturber Khi),182771.28,Invoice,4,61
1819-000950,21/02/2019,1705,MOSA (Atique Disturber Khi),79587.36,Invoice,4,61
1819-000962,22/02/2019,1705,MOSA (Atique Disturber Khi),39216.96,Invoice,4,61
1819-000963,22/02/2019,1705,MOSA (Atique Disturber Khi),65361.6,Invoice,4,61
1819-000997,26/02/2019,1705,MOSA (Atique Disturber Khi),5639.04,Invoice,4,61
1819-000999,26/02/2019,1705,MOSA (Atique Disturber Khi),4357.44,Invoice,4,61
1819-001000,26/02/2019,1705,MOSA (Atique Disturber Khi),76255.2,Invoice,4,61
1819-000858,27/02/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
CCN1819-000094,28/02/2019,1705,MOSA (Atique Disturber Khi),-37224.0,CrNote,4,61
CCN1819-000095,28/02/2019,1705,MOSA (Atique Disturber Khi),-2001.0,CrNote,4,61
CCN1819-000206,28/02/2019,1705,MOSA (Atique Disturber Khi),-3732.0,CrNote,4,61
1819-001029,01/03/2019,1705,MOSA (Atique Disturber Khi),182414.4,Invoice,4,61
1819-001031,01/03/2019,1705,MOSA (Atique Disturber Khi),46458.0,Invoice,4,61
1819-000893,04/03/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-001038,04/03/2019,1705,MOSA (Atique Disturber Khi),33642.0,Invoice,4,61
1819-001039,05/03/2019,1705,MOSA (Atique Disturber Khi),50110.56,Invoice,4,61
1819-001040,05/03/2019,1705,MOSA (Atique Disturber Khi),32680.8,Invoice,4,61
1819-001041,05/03/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001042,06/03/2019,1705,MOSA (Atique Disturber Khi),95094.72,Invoice,4,61
1819-001043,06/03/2019,1705,MOSA (Atique Disturber Khi),215949.6,Invoice,4,61
1819-001070,08/03/2019,1705,MOSA (Atique Disturber Khi),104578.56,Invoice,4,61
1819-001080,08/03/2019,1705,MOSA (Atique Disturber Khi),13072.32,Invoice,4,61
1819-001081,08/03/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001082,08/03/2019,1705,MOSA (Atique Disturber Khi),69719.04,Invoice,4,61
1819-000982,12/03/2019,1705,MOSA (Atique Disturber Khi),-300000.0,Receipt,1,61
1819-000988,12/03/2019,1705,MOSA (Atique Disturber Khi),-60000.0,Receipt,1,61
1819-001043,13/03/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1819-001140,13/03/2019,1705,MOSA (Atique Disturber Khi),23965.92,Invoice,4,61
1819-001141,13/03/2019,1705,MOSA (Atique Disturber Khi),235600.8,Invoice,4,61
1819-001022,16/03/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1819-001023,16/03/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1819-001165,16/03/2019,1705,MOSA (Atique Disturber Khi),10893.6,Invoice,4,61
1819-001166,16/03/2019,1705,MOSA (Atique Disturber Khi),87148.8,Invoice,4,61
1819-001034,18/03/2019,1705,MOSA (Atique Disturber Khi),-223745.0,Receipt,1,61
1819-001018,19/03/2019,1705,MOSA (Atique Disturber Khi),-40000.0,Receipt,1,61
1819-001077,20/03/2019,1705,MOSA (Atique Disturber Khi),-25500.0,Receipt,1,61
1819-001078,21/03/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1819-001203,21/03/2019,1705,MOSA (Atique Disturber Khi),194536.2,Invoice,4,61
1819-001204,22/03/2019,1705,MOSA (Atique Disturber Khi),86294.4,Invoice,4,61
1819-001111,25/03/2019,1705,MOSA (Atique Disturber Khi),-37870.0,Receipt,1,61
1819-001122,25/03/2019,1705,MOSA (Atique Disturber Khi),-250000.0,Receipt,1,61
1819-001124,25/03/2019,1705,MOSA (Atique Disturber Khi),-21469.0,Receipt,1,61
1819-001230,25/03/2019,1705,MOSA (Atique Disturber Khi),43574.4,Invoice,4,61
1819-001146,27/03/2019,1705,MOSA (Atique Disturber Khi),-15600.0,Receipt,1,61
1819-001249,27/03/2019,1705,MOSA (Atique Disturber Khi),158397.6,Invoice,4,61
1819-001250,27/03/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001182,29/03/2019,1705,MOSA (Atique Disturber Khi),-250000.0,Receipt,1,61
1819-001268,29/03/2019,1705,MOSA (Atique Disturber Khi),80612.64,Invoice,4,61
1819-001269,29/03/2019,1705,MOSA (Atique Disturber Khi),9612.0,Invoice,4,61
CCN1819-000207,30/03/2019,1705,MOSA (Atique Disturber Khi),-19549.0,CrNote,4,61
CCN1819-000158,31/03/2019,1705,MOSA (Atique Disturber Khi),-79009.0,CrNote,4,61
1819-001208,04/04/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1819-001314,04/04/2019,1705,MOSA (Atique Disturber Khi),139053.6,Invoice,4,61
1819-001227,06/04/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1819-001330,06/04/2019,1705,MOSA (Atique Disturber Khi),64080.0,Invoice,4,61
1819-001331,06/04/2019,1705,MOSA (Atique Disturber Khi),35884.8,Invoice,4,61
1819-001332,06/04/2019,1705,MOSA (Atique Disturber Khi),23965.92,Invoice,4,61
1819-001235,08/04/2019,1705,MOSA (Atique Disturber Khi),-259901.0,Receipt,1,61
CDN1819-000158,08/04/2019,1705,MOSA (Atique Disturber Khi),58000.0,DrNote,4,61
1819-001347,09/04/2019,1705,MOSA (Atique Disturber Khi),174844.8,Invoice,4,61
1819-001451,09/04/2019,1705,MOSA (Atique Disturber Khi),45600.0,Invoice,4,61
CCN1819-000373,09/04/2019,1705,MOSA (Atique Disturber Khi),-2400.0,CrNote,4,61
1819-001309,12/04/2019,1705,MOSA (Atique Disturber Khi),-30000.0,Receipt,1,61
1819-001371,12/04/2019,1705,MOSA (Atique Disturber Khi),2670.0,Invoice,4,61
1819-001372,12/04/2019,1705,MOSA (Atique Disturber Khi),46992.0,Invoice,4,61
1819-001373,12/04/2019,1705,MOSA (Atique Disturber Khi),38448.0,Invoice,4,61
1819-001374,12/04/2019,1705,MOSA (Atique Disturber Khi),120983.04,Invoice,4,61
1819-001375,12/04/2019,1705,MOSA (Atique Disturber Khi),76896.0,Invoice,4,61
1819-001312,16/04/2019,1705,MOSA (Atique Disturber Khi),-215000.0,Receipt,1,61
1819-001408,18/04/2019,1705,MOSA (Atique Disturber Khi),172588.8,Invoice,4,61
1819-001370,20/04/2019,1705,MOSA (Atique Disturber Khi),-15000.0,Receipt,1,61
1819-001375,22/04/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
CCN1819-000186,23/04/2019,1705,MOSA (Atique Disturber Khi),-41145.0,CrNote,4,61
1819-001462,25/04/2019,1705,MOSA (Atique Disturber Khi),144692.64,Invoice,4,61
1819-001409,26/04/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
CCN1819-000214,26/04/2019,1705,MOSA (Atique Disturber Khi),-44856.0,CrNote,4,61
CCN1819-000216,26/04/2019,1705,MOSA (Atique Disturber Khi),-15824.0,CrNote,4,61
1819-001472,27/04/2019,1705,MOSA (Atique Disturber Khi),12816.0,Invoice,4,61
1819-001473,27/04/2019,1705,MOSA (Atique Disturber Khi),158149.44,Invoice,4,61
1819-001506,02/05/2019,1705,MOSA (Atique Disturber Khi),101225.04,Invoice,4,61
CCN1819-000285,02/05/2019,1705,MOSA (Atique Disturber Khi),-24235.0,CrNote,4,61
1819-001478,03/05/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
CCN1819-000240,03/05/2019,1705,MOSA (Atique Disturber Khi),-51905.0,CrNote,4,61
1819-001535,04/05/2019,1705,MOSA (Atique Disturber Khi),288084.4,Invoice,4,61
1819-000012,08/05/2019,1705,MOSA (Atique Disturber Khi),-22846.16,Invoice Return,3,61
1819-001500,08/05/2019,1705,MOSA (Atique Disturber Khi),-270956.0,Receipt,1,61
1819-001562,10/05/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001563,10/05/2019,1705,MOSA (Atique Disturber Khi),22846.18,Invoice,4,61
1819-001564,10/05/2019,1705,MOSA (Atique Disturber Khi),63600.0,Invoice,4,61
1819-001565,11/05/2019,1705,MOSA (Atique Disturber Khi),190403.05,Invoice,4,61
1819-001566,11/05/2019,1705,MOSA (Atique Disturber Khi),10800.0,Invoice,4,61
1819-001535,13/05/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
CCN1819-000263,15/05/2019,1705,MOSA (Atique Disturber Khi),-21525.0,CrNote,4,61
1819-001597,16/05/2019,1705,MOSA (Atique Disturber Khi),26198.4,Invoice,4,61
1819-001598,16/05/2019,1705,MOSA (Atique Disturber Khi),9398.4,Invoice,4,61
1819-001599,16/05/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001600,16/05/2019,1705,MOSA (Atique Disturber Khi),91664.64,Invoice,4,61
1819-001577,17/05/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-001606,18/05/2019,1705,MOSA (Atique Disturber Khi),175579.2,Invoice,4,61
1819-001604,22/05/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-001639,23/05/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1819-001640,23/05/2019,1705,MOSA (Atique Disturber Khi),92275.2,Invoice,4,61
1819-001636,28/05/2019,1705,MOSA (Atique Disturber Khi),-16668.0,Receipt,1,61
1819-001639,28/05/2019,1705,MOSA (Atique Disturber Khi),-159000.0,Receipt,1,61
1819-001676,28/05/2019,1705,MOSA (Atique Disturber Khi),183268.8,Invoice,4,61
CCN1819-000272,28/05/2019,1705,MOSA (Atique Disturber Khi),-4550.0,CrNote,4,61
CCN1819-000273,28/05/2019,1705,MOSA (Atique Disturber Khi),-6141.0,CrNote,4,61
1819-001641,29/05/2019,1705,MOSA (Atique Disturber Khi),-61000.0,Receipt,1,61
1819-001677,29/05/2019,1705,MOSA (Atique Disturber Khi),57244.8,Invoice,4,61
1819-001678,29/05/2019,1705,MOSA (Atique Disturber Khi),61516.8,Invoice,4,61
1819-001719,11/06/2019,1705,MOSA (Atique Disturber Khi),151356.95,Invoice,4,61
1819-001686,12/06/2019,1705,MOSA (Atique Disturber Khi),-115140.0,Receipt,1,61
1819-001692,13/06/2019,1705,MOSA (Atique Disturber Khi),-92550.0,Receipt,1,61
1819-001741,13/06/2019,1705,MOSA (Atique Disturber Khi),106279.2,Invoice,4,61
1819-001742,14/06/2019,1705,MOSA (Atique Disturber Khi),19224.0,Invoice,4,61
1819-001713,15/06/2019,1705,MOSA (Atique Disturber Khi),-255997.0,Receipt,1,61
1819-001725,15/06/2019,1705,MOSA (Atique Disturber Khi),-72130.0,Receipt,1,61
1819-001770,18/06/2019,1705,MOSA (Atique Disturber Khi),247348.8,Invoice,4,61
1819-001773,21/06/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1819-001789,25/06/2019,1705,MOSA (Atique Disturber Khi),157102.8,Invoice,4,61
1819-001815,29/06/2019,1705,MOSA (Atique Disturber Khi),-14393.0,Receipt,1,61
CCN1819-000324,29/06/2019,1705,MOSA (Atique Disturber Khi),-59326.0,CrNote,4,61
CCN1819-000334,29/06/2019,1705,MOSA (Atique Disturber Khi),-18165.0,CrNote,4,61
CCN1819-000343,29/06/2019,1705,MOSA (Atique Disturber Khi),-2520.0,CrNote,4,61
1920-000008,02/07/2019,1705,MOSA (Atique Disturber Khi),174511.2,Invoice,4,61
1920-000042,05/07/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1920-000035,06/07/2019,1705,MOSA (Atique Disturber Khi),61516.8,Invoice,4,61
1920-000070,09/07/2019,1705,MOSA (Atique Disturber Khi),-194415.0,Receipt,1,61
1920-000037,10/07/2019,1705,MOSA (Atique Disturber Khi),12495.6,Invoice,4,61
1920-000038,10/07/2019,1705,MOSA (Atique Disturber Khi),228765.6,Invoice,4,61
1920-000087,10/07/2019,1705,MOSA (Atique Disturber Khi),-126000.0,Receipt,1,61
1920-000097,12/07/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1920-000098,12/07/2019,1705,MOSA (Atique Disturber Khi),-24000.0,Receipt,1,61
1920-000114,15/07/2019,1705,MOSA (Atique Disturber Khi),-192720.0,Receipt,1,61
1920-000113,16/07/2019,1705,MOSA (Atique Disturber Khi),152037.2,Invoice,4,61
1920-000123,18/07/2019,1705,MOSA (Atique Disturber Khi),231606.48,Invoice,4,61
1920-000129,19/07/2019,1705,MOSA (Atique Disturber Khi),-15000.0,Receipt,1,61
1920-000147,22/07/2019,1705,MOSA (Atique Disturber Khi),-155870.0,Receipt,1,61
1920-000186,25/07/2019,1705,MOSA (Atique Disturber Khi),114382.8,Invoice,4,61
CCN1920-000019,25/07/2019,1705,MOSA (Atique Disturber Khi),-36429.0,CrNote,4,61
1920-000205,27/07/2019,1705,MOSA (Atique Disturber Khi),-245140.0,Receipt,1,61
1920-000225,27/07/2019,1705,MOSA (Atique Disturber Khi),236455.2,Invoice,4,61
1920-000216,31/07/2019,1705,MOSA (Atique Disturber Khi),-61000.0,Receipt,1,61
1920-000236,03/08/2019,1705,MOSA (Atique Disturber Khi),179424.0,Invoice,4,61
1920-000283,06/08/2019,1705,MOSA (Atique Disturber Khi),21787.2,Invoice,4,61
1920-000284,06/08/2019,1705,MOSA (Atique Disturber Khi),32680.8,Invoice,4,61
1920-000285,06/08/2019,1705,MOSA (Atique Disturber Khi),50110.56,Invoice,4,61
1920-000258,07/08/2019,1705,MOSA (Atique Disturber Khi),-215343.0,Receipt,1,61
1920-000303,08/08/2019,1705,MOSA (Atique Disturber Khi),15379.2,Invoice,4,61
1920-000304,08/08/2019,1705,MOSA (Atique Disturber Khi),188480.64,Invoice,4,61
1920-000301,16/08/2019,1705,MOSA (Atique Disturber Khi),-300000.0,Receipt,1,61
1920-000349,17/08/2019,1705,MOSA (Atique Disturber Khi),261873.6,Invoice,4,61
1920-000356,22/08/2019,1705,MOSA (Atique Disturber Khi),-200000.0,Receipt,1,61
1920-000381,22/08/2019,1705,MOSA (Atique Disturber Khi),161481.6,Invoice,4,61
1920-000383,26/08/2019,1705,MOSA (Atique Disturber Khi),-175750.0,Receipt,1,61
1920-000397,26/08/2019,1705,MOSA (Atique Disturber Khi),104578.56,Invoice,4,61
1920-000401,26/08/2019,1705,MOSA (Atique Disturber Khi),64080.0,Invoice,4,61
1920-000402,26/08/2019,1705,MOSA (Atique Disturber Khi),160499.05,Invoice,4,61
CCN1920-000054,27/08/2019,1705,MOSA (Atique Disturber Khi),-10202.0,CrNote,4,61
1920-000424,30/08/2019,1705,MOSA (Atique Disturber Khi),259011.36,Invoice,4,61
CCN1920-000069,30/08/2019,1705,MOSA (Atique Disturber Khi),-50386.0,CrNote,4,61
1920-000433,02/09/2019,1705,MOSA (Atique Disturber Khi),-215300.0,Receipt,1,61
1920-000487,07/09/2019,1705,MOSA (Atique Disturber Khi),-207921.0,Receipt,1,61
1920-000512,07/09/2019,1705,MOSA (Atique Disturber Khi),113218.68,Invoice,4,61
1920-000510,11/09/2019,1705,MOSA (Atique Disturber Khi),145122.8,Invoice,4,61
1920-000516,12/09/2019,1705,MOSA (Atique Disturber Khi),-137380.0,Receipt,1,61
1920-000536,14/09/2019,1705,MOSA (Atique Disturber Khi),-70000.0,Receipt,1,61
1920-000538,14/09/2019,1705,MOSA (Atique Disturber Khi),-106200.0,Receipt,1,61
1920-000552,16/09/2019,1705,MOSA (Atique Disturber Khi),204513.0,Invoice,4,61
1920-000566,18/09/2019,1705,MOSA (Atique Disturber Khi),43574.4,Invoice,4,61
1920-000590,20/09/2019,1705,MOSA (Atique Disturber Khi),141168.23,Invoice,4,61
1920-000591,20/09/2019,1705,MOSA (Atique Disturber Khi),-203870.0,Receipt,1,61
CCN1920-000108,20/09/2019,1705,MOSA (Atique Disturber Khi),-3204.0,CrNote,4,61
1920-000589,23/09/2019,1705,MOSA (Atique Disturber Khi),-170000.0,Receipt,1,61
1920-000604,23/09/2019,1705,MOSA (Atique Disturber Khi),50110.56,Invoice,4,61
1920-000605,23/09/2019,1705,MOSA (Atique Disturber Khi),11400.0,Invoice,4,61
1920-000604,24/09/2019,1705,MOSA (Atique Disturber Khi),-240000.0,Receipt,1,61
1920-000630,27/09/2019,1705,MOSA (Atique Disturber Khi),187320.0,Invoice,4,61
1920-000631,27/09/2019,1705,MOSA (Atique Disturber Khi),50110.56,Invoice,4,61
1920-000643,30/09/2019,1705,MOSA (Atique Disturber Khi),104578.56,Invoice,4,61
1920-000670,30/09/2019,1705,MOSA (Atique Disturber Khi),-136000.0,Receipt,1,61
1920-000724,08/10/2019,1705,MOSA (Atique Disturber Khi),-176888.0,Receipt,1,61
1920-000750,09/10/2019,1705,MOSA (Atique Disturber Khi),196347.6,Invoice,4,61
1920-000745,10/10/2019,1705,MOSA (Atique Disturber Khi),-109000.0,Receipt,1,61
1920-000756,11/10/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1920-000761,11/10/2019,1705,MOSA (Atique Disturber Khi),31212.0,Invoice,4,61
1920-000774,12/10/2019,1705,MOSA (Atique Disturber Khi),72828.0,Invoice,4,61
1920-000775,12/10/2019,1705,MOSA (Atique Disturber Khi),27050.4,Invoice,4,61
1920-000799,15/10/2019,1705,MOSA (Atique Disturber Khi),-72000.0,Receipt,1,61
1920-000805,15/10/2019,1705,MOSA (Atique Disturber Khi),-50000.0,Receipt,1,61
1920-000816,17/10/2019,1705,MOSA (Atique Disturber Khi),99541.8,Invoice,4,61
1920-000822,17/10/2019,1705,MOSA (Atique Disturber Khi),-107000.0,Receipt,1,61
1920-000838,19/10/2019,1705,MOSA (Atique Disturber Khi),18585.6,Invoice,4,61
1920-000839,19/10/2019,1705,MOSA (Atique Disturber Khi),121968.0,Invoice,4,61
1920-000862,22/10/2019,1705,MOSA (Atique Disturber Khi),168314.4,Invoice,4,61
1920-000871,22/10/2019,1705,MOSA (Atique Disturber Khi),-203000.0,Receipt,1,61
1920-000872,22/10/2019,1705,MOSA (Atique Disturber Khi),-67500.0,Receipt,1,61
CCN1920-000198,23/10/2019,1705,MOSA (Atique Disturber Khi),-39385.0,CrNote,4,61
CCN1920-000201,23/10/2019,1705,MOSA (Atique Disturber Khi),-17325.0,CrNote,4,61
1920-000909,25/10/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
1920-000937,28/10/2019,1705,MOSA (Atique Disturber Khi),-100000.0,Receipt,1,61
CCN1920-000223,04/11/2019,1705,MOSA (Atique Disturber Khi),-317125.0,CrNote,4,61
CCN1920-000224,05/11/2019,1705,MOSA (Atique Disturber Khi),-6590.0,CrNote,4,61
CCN1920-000225,05/11/2019,1705,MOSA (Atique Disturber Khi),-16653.0,CrNote,4,61
CCN1920-000226,05/11/2019,1705,MOSA (Atique Disturber Khi),-51888.0,CrNote,4,61
CCN1920-000227,05/11/2019,1705,MOSA (Atique Disturber Khi),-71479.0,CrNote,4,61
CCN1920-000236,07/11/2019,1705,MOSA (Atique Disturber Khi),-7243.0,CrNote,4,61
CCN1920-000561,17/03/2020,1705,MOSA (Atique Disturber Khi),-381986.0,CrNote,4,61
1819-000009,04/12/2018,1707,Prime Marketing Wali Khi,-93400.0,Receipt,1,63
CDN1819-000125,31/12/2018,1707,Prime Marketing Wali Khi,93400.0,DrNote,4,63
1819-000506,21/12/2018,1708,Rehman marketing Queta,75840.0,Invoice,4,64
CDN1819-000067,31/12/2018,1708,Rehman marketing Queta,8447.0,DrNote,4,64
1819-000305,10/01/2019,1708,Rehman marketing Queta,74357.6,Invoice,4,64
1819-000667,23/01/2019,1708,Rehman marketing Queta,21297.6,Invoice,4,64
1819-000651,11/02/2019,1708,Rehman marketing Queta,-10000.0,Receipt,1,64
1819-000716,13/02/2019,1708,Rehman marketing Queta,-125000.0,Receipt,1,64
1819-000757,20/02/2019,1708,Rehman marketing Queta,-10000.0,Receipt,1,64
1819-000758,20/02/2019,1708,Rehman marketing Queta,-6660.0,Receipt,1,64
1819-000759,20/02/2019,1708,Rehman marketing Queta,-9750.0,Receipt,1,64
CCN1819-000071,21/02/2019,1708,Rehman marketing Queta,-30850.0,CrNote,4,64
1819-000955,09/03/2019,1708,Rehman marketing Queta,-16168.0,Receipt,1,64
CDN1819-000162,11/04/2019,1708,Rehman marketing Queta,28485.0,DrNote,4,64
CDN1819-000068,30/11/2018,1709,Rizwan D.I.K,16964.0,DrNote,4,65
1819-000181,11/12/2018,1709,Rizwan D.I.K,-15700.0,Receipt,1,65
1819-000353,21/12/2018,1709,Rizwan D.I.K,-29290.0,Receipt,1,65
1819-000405,29/12/2018,1709,Rizwan D.I.K,34272.0,Invoice,4,65
CCN1819-000033,31/12/2018,1709,Rizwan D.I.K,-3436.0,CrNote,4,65
1819-000939,12/01/2019,1709,Rizwan D.I.K,19800.0,Invoice,4,65
1819-000401,17/01/2019,1709,Rizwan D.I.K,-1320.0,Receipt,1,65
1819-000458,17/01/2019,1709,Rizwan D.I.K,-46300.0,Receipt,1,65
1819-000577,17/01/2019,1709,Rizwan D.I.K,34060.8,Invoice,4,65
1819-000665,24/01/2019,1709,Rizwan D.I.K,22226.4,Invoice,4,65
1819-000623,06/02/2019,1709,Rizwan D.I.K,-26660.0,Receipt,1,65
1819-000833,09/02/2019,1709,Rizwan D.I.K,21124.8,Invoice,4,65
1819-000678,13/02/2019,1709,Rizwan D.I.K,-19525.0,Receipt,1,65
1819-000881,14/02/2019,1709,Rizwan D.I.K,7344.0,Invoice,4,65
1819-000882,14/02/2019,1709,Rizwan D.I.K,33364.8,Invoice,4,65
1819-000867,28/02/2019,1709,Rizwan D.I.K,-26900.0,Receipt,1,65
1819-001063,07/03/2019,1709,Rizwan D.I.K,41616.0,Invoice,4,65
1819-001109,19/03/2019,1709,Rizwan D.I.K,-38470.0,Receipt,1,65
1819-001276,30/03/2019,1709,Rizwan D.I.K,21600.0,Invoice,4,65
CCN1819-000321,03/04/2019,1709,Rizwan D.I.K,-8250.0,CrNote,4,65
1819-001352,16/04/2019,1709,Rizwan D.I.K,-20000.0,Receipt,1,65
1819-001422,19/04/2019,1709,Rizwan D.I.K,14565.6,Invoice,4,65
1819-001439,23/04/2019,1709,Rizwan D.I.K,16646.4,Invoice,4,65
1819-001440,23/04/2019,1709,Rizwan D.I.K,5712.0,Invoice,4,65
1819-001568,15/05/2019,1709,Rizwan D.I.K,-34150.0,Receipt,1,65
1819-001609,18/05/2019,1709,Rizwan D.I.K,18480.0,Invoice,4,65
1819-001812,13/06/2019,1709,Rizwan D.I.K,-18400.0,Receipt,1,65
1819-001747,14/06/2019,1709,Rizwan D.I.K,23664.0,Invoice,4,65
1920-000021,03/07/2019,1709,Rizwan D.I.K,38584.8,Invoice,4,65
1920-000024,03/07/2019,1709,Rizwan D.I.K,-23670.0,Receipt,1,65
1920-000151,20/07/2019,1709,Rizwan D.I.K,-37865.0,Receipt,1,65
1920-000178,24/07/2019,1709,Rizwan D.I.K,47634.0,Invoice,4,65
