TranNo,TranDate,CustomerID,CustomerTitle,Amount,TranType,TranOrder,DestinationRefNo
1819-000135,17/12/2018,1645,kawish jodia,-7370.0,Receipt,1,1
CCN1819-000047,31/12/2018,1645,kawish jodia,-7416.0,CrNote,4,1
CCN1819-000048,06/02/2019,1645,kawish jodia,-24000.0,CrNote,4,1
1819-000826,08/02/2019,1645,kawish jodia,38760.0,Invoice,4,1
CDN1819-000131,12/03/2019,1645,kawish jodia,26.0,DrNote,4,1
1920-000440,31/08/2019,1645,kawish jodia,15500.0,Invoice,4,1
CCN1920-000404,22/01/2020,1645,kawish jodia,-17365.0,CrNote,4,1
CDN2021-000033,29/10/2020,1645,kawish jodia,1865.0,DrNote,4,1
CDN1819-000045,31/12/2018,1651,Asim Jodia,36480.0,DrNote,4,7
1819-000428,21/01/2019,1651,Asim Jodia,-36000.0,Receipt,1,7
1819-000436,22/01/2019,1651,Asim Jodia,-460.0,Receipt,1,7
1819-001306,11/04/2019,1651,Asim Jodia,-60000.0,Receipt,1,7
1819-001307,12/04/2019,1651,Asim Jodia,-28800.0,Receipt,1,7
1819-001407,18/04/2019,1651,Asim Jodia,77400.0,Invoice,4,7
1819-001591,16/05/2019,1651,Asim Jodia,11400.0,Invoice,4,7
CCN1920-000178,19/10/2019,1651,Asim Jodia,-20.0,CrNote,4,7
1819-000060,06/12/2018,1652,Faisal lahori,-99000.0,Receipt,1,8
1819-000512,21/12/2018,1652,Faisal lahori,99000.0,Invoice,4,8
CDN1819-000100,30/11/2018,1654,Raheem jodia,55680.0,DrNote,4,10
1819-000063,13/12/2018,1654,Raheem jodia,-36480.0,Receipt,1,10
1819-000276,09/01/2019,1654,Raheem jodia,30600.0,Invoice,4,10
1819-001020,18/03/2019,1654,Raheem jodia,-28800.0,Receipt,1,10
CCN1920-000188,19/10/2019,1654,Raheem jodia,-21000.0,CrNote,4,10
1819-000526,30/01/2019,1656,Abid Chemical Fsb,-50000.0,Receipt,1,12
1819-000527,31/01/2019,1656,Abid Chemical Fsb,-95000.0,Receipt,1,12
1819-000757,01/02/2019,1656,Abid Chemical Fsb,145000.0,Invoice,4,12
1920-002528,18/03/2020,1656,Abid Chemical Fsb,-150000.0,Receipt,1,12
1920-002397,19/03/2020,1656,Abid Chemical Fsb,150000.0,Invoice,4,12
CCN1819-000004,30/11/2018,1657,Al Habib CHICKEN,-92431.0,CrNote,4,13
CDN1819-000006,30/11/2018,1657,Al Habib CHICKEN,355076.0,DrNote,4,13
1819-000064,29/12/2018,1657,Al Habib CHICKEN,49500.0,Invoice,4,13
CCN1819-000114,30/12/2018,1657,Al Habib CHICKEN,-40963.0,CrNote,4,13
CDN1819-000048,31/12/2018,1657,Al Habib CHICKEN,27950.0,DrNote,4,13
1819-000459,25/01/2019,1657,Al Habib CHICKEN,-200000.0,Receipt,1,13
1819-000686,25/01/2019,1657,Al Habib CHICKEN,214750.0,Invoice,4,13
1819-000716,29/01/2019,1657,Al Habib CHICKEN,145000.0,Invoice,4,13
CCN1819-000079,31/01/2019,1657,Al Habib CHICKEN,-61875.0,CrNote,4,13
1819-000827,08/02/2019,1657,Al Habib CHICKEN,87000.0,Invoice,4,13
CCN1819-000083,08/02/2019,1657,Al Habib CHICKEN,-9750.0,CrNote,4,13
1819-000843,12/02/2019,1657,Al Habib CHICKEN,108103.68,Invoice,4,13
CCN1819-000080,12/02/2019,1657,Al Habib CHICKEN,-137750.0,CrNote,4,13
1819-000925,19/02/2019,1657,Al Habib CHICKEN,14500.0,Invoice,4,13
1819-000985,23/02/2019,1657,Al Habib CHICKEN,145000.0,Invoice,4,13
1819-001026,28/02/2019,1657,Al Habib CHICKEN,9300.0,Invoice,4,13
CCN1819-000081,28/02/2019,1657,Al Habib CHICKEN,-460800.0,CrNote,4,13
1819-001069,07/03/2019,1657,Al Habib CHICKEN,181250.0,Invoice,4,13
CCN1819-000112,07/03/2019,1657,Al Habib CHICKEN,-121180.0,CrNote,4,13
CCN1819-000113,13/03/2019,1657,Al Habib CHICKEN,-112000.0,CrNote,4,13
1819-001418,19/04/2019,1657,Al Habib CHICKEN,145000.0,Invoice,4,13
1819-001466,26/04/2019,1657,Al Habib CHICKEN,7500.0,Invoice,4,13
1819-001553,08/05/2019,1657,Al Habib CHICKEN,181250.0,Invoice,4,13
CCN1819-000251,08/05/2019,1657,Al Habib CHICKEN,-388430.0,CrNote,4,13
1819-001658,25/05/2019,1657,Al Habib CHICKEN,145000.0,Invoice,4,13
CCN1819-000323,30/06/2019,1657,Al Habib CHICKEN,-309350.0,CrNote,4,13
1920-000291,07/08/2019,1657,Al Habib CHICKEN,114375.0,Invoice,4,13
1920-000653,31/08/2019,1657,Al Habib CHICKEN,152500.0,Invoice,4,13
1920-000598,21/09/2019,1657,Al Habib CHICKEN,225000.0,Invoice,4,13
CCN1920-000145,30/09/2019,1657,Al Habib CHICKEN,-147250.0,CrNote,4,13
CCN1920-000219,05/10/2019,1657,Al Habib CHICKEN,-93000.0,CrNote,4,13
1920-000717,07/10/2019,1657,Al Habib CHICKEN,150000.0,Invoice,4,13
CCN1920-000152,09/10/2019,1657,Al Habib CHICKEN,-93000.0,CrNote,4,13
CCN1920-000317,12/12/2019,1657,Al Habib CHICKEN,-8469.0,CrNote,4,13
1920-001422,13/12/2019,1657,Al Habib CHICKEN,77500.0,Invoice,4,13
1920-001591,30/12/2019,1657,Al Habib CHICKEN,77500.0,Invoice,4,13
1920-001617,30/12/2019,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
1920-001998,31/01/2020,1657,Al Habib CHICKEN,-100000.0,Receipt,1,13
1920-002006,31/01/2020,1657,Al Habib CHICKEN,-50000.0,Receipt,1,13
1920-002028,06/02/2020,1657,Al Habib CHICKEN,77500.0,Invoice,4,13
1920-002191,25/02/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
1920-002681,15/04/2020,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
1920-002512,16/04/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
1920-002791,18/05/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
1920-002989,22/05/2020,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
2021-000043,10/07/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-000094,14/07/2020,1657,Al Habib CHICKEN,-140000.0,Receipt,1,13
2021-000354,26/08/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-000511,31/08/2020,1657,Al Habib CHICKEN,-25000.0,Receipt,1,13
2021-000529,01/09/2020,1657,Al Habib CHICKEN,-100000.0,Receipt,1,13
2021-000626,22/09/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-000790,25/09/2020,1657,Al Habib CHICKEN,-100000.0,Receipt,1,13
2021-000938,21/10/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-001141,23/10/2020,1657,Al Habib CHICKEN,-120000.0,Receipt,1,13
2021-001467,23/11/2020,1657,Al Habib CHICKEN,-130000.0,Receipt,1,13
2021-001333,24/11/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-001712,22/12/2020,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-001882,22/12/2020,1657,Al Habib CHICKEN,-110000.0,Receipt,1,13
2021-002086,20/01/2021,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-002347,22/01/2021,1657,Al Habib CHICKEN,-120000.0,Receipt,1,13
2021-002242,30/01/2021,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-002898,05/03/2021,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
2021-002573,06/03/2021,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-002943,10/03/2021,1657,Al Habib CHICKEN,-80000.0,Receipt,1,13
2021-002953,06/04/2021,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-003006,09/04/2021,1657,Al Habib CHICKEN,116250.0,Invoice,4,13
2021-003351,14/04/2021,1657,Al Habib CHICKEN,-120000.0,Receipt,1,13
2021-003520,05/06/2021,1657,Al Habib CHICKEN,120000.0,Invoice,4,13
2021-003860,07/06/2021,1657,Al Habib CHICKEN,-250500.0,Receipt,1,13
2122-000189,29/07/2021,1657,Al Habib CHICKEN,120000.0,Invoice,4,13
2122-000373,13/08/2021,1657,Al Habib CHICKEN,-120000.0,Receipt,1,13
2122-000601,03/09/2021,1657,Al Habib CHICKEN,120000.0,Invoice,4,13
2122-000875,24/09/2021,1657,Al Habib CHICKEN,-46060.0,Receipt,1,13
2122-000876,24/09/2021,1657,Al Habib CHICKEN,-46550.0,Receipt,1,13
2122-000877,24/09/2021,1657,Al Habib CHICKEN,-42500.0,Receipt,1,13
2122-000962,27/09/2021,1657,Al Habib CHICKEN,129375.0,Invoice,4,13
2122-001575,16/11/2021,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
2122-001832,18/11/2021,1657,Al Habib CHICKEN,87500.0,Invoice,4,13
2122-001784,26/11/2021,1657,Al Habib CHICKEN,-150000.0,Receipt,1,13
2122-002293,20/12/2021,1657,Al Habib CHICKEN,87500.0,Invoice,4,13
2122-002426,30/12/2021,1657,Al Habib CHICKEN,127500.0,Invoice,4,13
2122-003163,21/02/2022,1657,Al Habib CHICKEN,-100000.0,Receipt,1,13
2122-003360,22/02/2022,1657,Al Habib CHICKEN,85000.0,Invoice,4,13
2122-003184,23/02/2022,1657,Al Habib CHICKEN,-50000.0,Receipt,1,13
2122-003634,28/03/2022,1657,Al Habib CHICKEN,-100000.0,Receipt,1,13
2122-003947,30/03/2022,1657,Al Habib CHICKEN,85000.0,Invoice,4,13
CDN1819-000028,30/11/2018,1659,Arsalan jodia,639222.0,DrNote,4,15
1819-000087,05/12/2018,1659,Arsalan jodia,-62208.0,Receipt,1,15
1819-000034,10/12/2018,1659,Arsalan jodia,-25000.0,Receipt,1,15
1819-000482,11/12/2018,1659,Arsalan jodia,-23160.0,Receipt,1,15
1819-000092,13/12/2018,1659,Arsalan jodia,-90000.0,Receipt,1,15
1819-000406,15/12/2018,1659,Arsalan jodia,141264.0,Invoice,4,15
1819-000549,18/12/2018,1659,Arsalan jodia,59486.4,Invoice,4,15
1819-000084,19/12/2018,1659,Arsalan jodia,-100000.0,Receipt,1,15
1819-000703,20/12/2018,1659,Arsalan jodia,63000.0,Invoice,4,15
1819-000701,21/12/2018,1659,Arsalan jodia,63000.0,Invoice,4,15
1819-000482,22/12/2018,1659,Arsalan jodia,102816.0,Invoice,4,15
1819-000702,22/12/2018,1659,Arsalan jodia,63000.0,Invoice,4,15
1819-000288,27/12/2018,1659,Arsalan jodia,-46080.0,Receipt,1,15
1819-000289,27/12/2018,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000434,27/12/2018,1659,Arsalan jodia,58320.0,Invoice,4,15
1819-000287,28/12/2018,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000410,29/12/2018,1659,Arsalan jodia,186192.0,Invoice,4,15
CDN1819-000030,30/12/2018,1659,Arsalan jodia,150281.0,DrNote,4,15
1819-000753,31/12/2018,1659,Arsalan jodia,64800.0,Invoice,4,15
CCN1819-000070,31/12/2018,1659,Arsalan jodia,-64800.0,CrNote,4,15
CDN1819-000097,31/12/2018,1659,Arsalan jodia,10560.0,DrNote,4,15
1819-000188,02/01/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-000363,02/01/2019,1659,Arsalan jodia,33048.0,Invoice,4,15
1819-000365,02/01/2019,1659,Arsalan jodia,33048.0,Invoice,4,15
1819-000409,02/01/2019,1659,Arsalan jodia,-100000.0,Receipt,1,15
1819-000195,04/01/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000196,04/01/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
1819-000334,04/01/2019,1659,Arsalan jodia,80136.0,Invoice,4,15
1819-000346,04/01/2019,1659,Arsalan jodia,55080.0,Invoice,4,15
CDN1819-000205,08/01/2019,1659,Arsalan jodia,72000.0,DrNote,4,15
1819-000298,10/01/2019,1659,Arsalan jodia,435120.0,Invoice,4,15
1819-000349,12/01/2019,1659,Arsalan jodia,-304000.0,Receipt,1,15
1819-000754,14/01/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-000587,15/01/2019,1659,Arsalan jodia,123228.0,Invoice,4,15
1819-000396,21/01/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000397,21/01/2019,1659,Arsalan jodia,-57600.0,Receipt,1,15
1819-000643,21/01/2019,1659,Arsalan jodia,283640.0,Invoice,4,15
1819-000644,21/01/2019,1659,Arsalan jodia,61200.0,Invoice,4,15
1819-000645,21/01/2019,1659,Arsalan jodia,34560.0,Invoice,4,15
1819-000415,22/01/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000418,22/01/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000663,23/01/2019,1659,Arsalan jodia,22032.0,Invoice,4,15
1819-000483,26/01/2019,1659,Arsalan jodia,-72000.0,Receipt,1,15
1819-000492,28/01/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000500,28/01/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000499,30/01/2019,1659,Arsalan jodia,-37295.0,Receipt,1,15
1819-000744,30/01/2019,1659,Arsalan jodia,44064.0,Invoice,4,15
1819-000745,30/01/2019,1659,Arsalan jodia,38880.0,Invoice,4,15
1819-000746,30/01/2019,1659,Arsalan jodia,19116.0,Invoice,4,15
1819-000772,01/02/2019,1659,Arsalan jodia,72000.0,Invoice,4,15
1819-000773,01/02/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
1819-000577,06/02/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000589,06/02/2019,1659,Arsalan jodia,-33500.0,Receipt,1,15
1819-000612,06/02/2019,1659,Arsalan jodia,-35544.0,Receipt,1,15
1819-000614,07/02/2019,1659,Arsalan jodia,-30168.0,Receipt,1,15
1819-000616,07/02/2019,1659,Arsalan jodia,-22939.0,Receipt,1,15
1819-000590,08/02/2019,1659,Arsalan jodia,-11280.0,Receipt,1,15
1819-000673,12/02/2019,1659,Arsalan jodia,-20000.0,Receipt,1,15
1819-000674,13/02/2019,1659,Arsalan jodia,-14328.0,Receipt,1,15
1819-000701,13/02/2019,1659,Arsalan jodia,-152500.0,Receipt,1,15
1819-000866,13/02/2019,1659,Arsalan jodia,72000.0,Invoice,4,15
1819-000899,15/02/2019,1659,Arsalan jodia,259200.0,Invoice,4,15
1819-000729,16/02/2019,1659,Arsalan jodia,-230000.0,Receipt,1,15
1819-000903,16/02/2019,1659,Arsalan jodia,121824.0,Invoice,4,15
1819-000724,18/02/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-000727,19/02/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000728,19/02/2019,1659,Arsalan jodia,-61726.0,Receipt,1,15
1819-000731,19/02/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-000732,19/02/2019,1659,Arsalan jodia,-10000.0,Receipt,1,15
1819-000733,19/02/2019,1659,Arsalan jodia,-10000.0,Receipt,1,15
1819-000763,20/02/2019,1659,Arsalan jodia,-43920.0,Receipt,1,15
1819-000764,20/02/2019,1659,Arsalan jodia,-68649.0,Receipt,1,15
1819-000765,20/02/2019,1659,Arsalan jodia,-7200.0,Receipt,1,15
1819-000766,20/02/2019,1659,Arsalan jodia,-3000.0,Receipt,1,15
1819-000767,20/02/2019,1659,Arsalan jodia,-4800.0,Receipt,1,15
1819-000768,20/02/2019,1659,Arsalan jodia,-69984.0,Receipt,1,15
1819-000797,22/02/2019,1659,Arsalan jodia,-25000.0,Receipt,1,15
1819-000954,22/02/2019,1659,Arsalan jodia,44064.0,Invoice,4,15
1819-000955,22/02/2019,1659,Arsalan jodia,77760.0,Invoice,4,15
CCN1819-000072,25/02/2019,1659,Arsalan jodia,-10200.0,CrNote,4,15
CDN1819-000117,25/02/2019,1659,Arsalan jodia,30168.0,DrNote,4,15
1819-000802,26/02/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-000803,26/02/2019,1659,Arsalan jodia,-72000.0,Receipt,1,15
1819-001010,26/02/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-000860,27/02/2019,1659,Arsalan jodia,-19668.0,Receipt,1,15
1819-001011,27/02/2019,1659,Arsalan jodia,145000.0,Invoice,4,15
1819-001012,27/02/2019,1659,Arsalan jodia,233280.0,Invoice,4,15
1819-001017,27/02/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-001018,28/02/2019,1659,Arsalan jodia,255312.0,Invoice,4,15
1819-001048,04/03/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
CCN1819-000110,07/03/2019,1659,Arsalan jodia,-10200.0,CrNote,4,15
1819-000942,08/03/2019,1659,Arsalan jodia,-41760.0,Receipt,1,15
1819-000943,08/03/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
1819-000944,08/03/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-000950,08/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000951,08/03/2019,1659,Arsalan jodia,-50200.0,Receipt,1,15
1819-001072,08/03/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
1819-000962,09/03/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-000963,09/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000964,09/03/2019,1659,Arsalan jodia,-25000.0,Receipt,1,15
1819-000970,11/03/2019,1659,Arsalan jodia,-13550.0,Receipt,1,15
1819-001133,12/03/2019,1659,Arsalan jodia,349920.0,Invoice,4,15
1819-001134,12/03/2019,1659,Arsalan jodia,11070.0,Invoice,4,15
1819-001006,15/03/2019,1659,Arsalan jodia,-150000.0,Receipt,1,15
1819-001158,15/03/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
1819-001180,19/03/2019,1659,Arsalan jodia,43632.0,Invoice,4,15
1819-001080,20/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001081,20/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-000002,21/03/2019,1659,Arsalan jodia,-49680.0,Invoice Return,3,15
1819-001104,21/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001207,21/03/2019,1659,Arsalan jodia,49680.0,Invoice,4,15
CCN1819-000379,21/03/2019,1659,Arsalan jodia,-49680.0,CrNote,4,15
1819-001113,22/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001110,25/03/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-001119,25/03/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001243,27/03/2019,1659,Arsalan jodia,55080.0,Invoice,4,15
1819-001247,27/03/2019,1659,Arsalan jodia,8812.8,Invoice,4,15
1819-001248,27/03/2019,1659,Arsalan jodia,46267.2,Invoice,4,15
CCN1819-000133,27/03/2019,1659,Arsalan jodia,-32640.0,CrNote,4,15
CCN1819-000134,27/03/2019,1659,Arsalan jodia,-110160.0,CrNote,4,15
1819-001267,28/03/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
1819-001270,29/03/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-001273,30/03/2019,1659,Arsalan jodia,66096.0,Invoice,4,15
CCN1819-000111,31/03/2019,1659,Arsalan jodia,-250736.0,CrNote,4,15
CCN1819-000353,31/03/2019,1659,Arsalan jodia,-7000.0,CrNote,4,15
1819-001283,01/04/2019,1659,Arsalan jodia,1350.0,Invoice,4,15
1819-001284,01/04/2019,1659,Arsalan jodia,43200.0,Invoice,4,15
1819-001287,01/04/2019,1659,Arsalan jodia,35251.2,Invoice,4,15
1819-001187,03/04/2019,1659,Arsalan jodia,-72000.0,Receipt,1,15
1819-001188,03/04/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-001303,03/04/2019,1659,Arsalan jodia,8812.8,Invoice,4,15
1819-001304,03/04/2019,1659,Arsalan jodia,46267.2,Invoice,4,15
1819-001312,04/04/2019,1659,Arsalan jodia,33300.0,Invoice,4,15
1819-001313,04/04/2019,1659,Arsalan jodia,33048.0,Invoice,4,15
1819-001321,05/04/2019,1659,Arsalan jodia,22032.0,Invoice,4,15
1819-001322,05/04/2019,1659,Arsalan jodia,59940.0,Invoice,4,15
CCN1819-000163,06/04/2019,1659,Arsalan jodia,-69842.0,CrNote,4,15
1819-001339,07/04/2019,1659,Arsalan jodia,77700.0,Invoice,4,15
1819-001240,08/04/2019,1659,Arsalan jodia,-1763.0,Receipt,1,15
1819-001340,08/04/2019,1659,Arsalan jodia,11016.0,Invoice,4,15
1819-001345,10/04/2019,1659,Arsalan jodia,51060.0,Invoice,4,15
1819-001346,10/04/2019,1659,Arsalan jodia,26438.4,Invoice,4,15
1819-001280,13/04/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001281,13/04/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001282,13/04/2019,1659,Arsalan jodia,-25000.0,Receipt,1,15
1819-001283,13/04/2019,1659,Arsalan jodia,-18000.0,Receipt,1,15
1819-001284,13/04/2019,1659,Arsalan jodia,-13100.0,Receipt,1,15
1819-001285,13/04/2019,1659,Arsalan jodia,-10000.0,Receipt,1,15
1819-001287,13/04/2019,1659,Arsalan jodia,-15000.0,Receipt,1,15
1819-001288,13/04/2019,1659,Arsalan jodia,-20000.0,Receipt,1,15
1819-001341,19/04/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-001342,19/04/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
CCN1819-000184,20/04/2019,1659,Arsalan jodia,-40000.0,CrNote,4,15
1819-001432,22/04/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-001398,24/04/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
1819-001399,24/04/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
1819-001437,30/04/2019,1659,Arsalan jodia,-157500.0,Receipt,1,15
1819-001512,03/05/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-001534,04/05/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
CCN1819-000250,08/05/2019,1659,Arsalan jodia,-110664.0,CrNote,4,15
1819-001524,10/05/2019,1659,Arsalan jodia,-7000.0,Receipt,1,15
1819-001523,11/05/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001536,14/05/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001583,14/05/2019,1659,Arsalan jodia,65100.0,Invoice,4,15
1819-001557,16/05/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001572,18/05/2019,1659,Arsalan jodia,-34700.0,Receipt,1,15
1819-001585,20/05/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1819-001574,21/05/2019,1659,Arsalan jodia,-15000.0,Receipt,1,15
1819-001598,21/05/2019,1659,Arsalan jodia,-20000.0,Receipt,1,15
1819-001573,24/05/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1819-001660,25/05/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1819-001729,17/06/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
CDN1819-000191,17/06/2019,1659,Arsalan jodia,150000.0,DrNote,4,15
1819-001727,18/06/2019,1659,Arsalan jodia,-61744.0,Receipt,1,15
CCN1819-000296,19/06/2019,1659,Arsalan jodia,-48600.0,CrNote,4,15
CCN1819-000297,19/06/2019,1659,Arsalan jodia,-22362.0,CrNote,4,15
1819-001766,24/06/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1819-001786,24/06/2019,1659,Arsalan jodia,74132.0,Invoice,4,15
CCN1819-000325,29/06/2019,1659,Arsalan jodia,-3003.0,CrNote,4,15
1920-000006,01/07/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
CCN1920-000001,01/07/2019,1659,Arsalan jodia,-38005.0,CrNote,4,15
1920-000011,02/07/2019,1659,Arsalan jodia,43200.0,Invoice,4,15
1920-000004,03/07/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1920-000039,05/07/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1920-000033,09/07/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1920-000077,09/07/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1920-000081,09/07/2019,1659,Arsalan jodia,22032.0,Invoice,4,15
1920-000082,09/07/2019,1659,Arsalan jodia,38400.0,Invoice,4,15
1920-000083,09/07/2019,1659,Arsalan jodia,64800.0,Invoice,4,15
1920-000122,17/07/2019,1659,Arsalan jodia,75600.0,Invoice,4,15
1920-000123,17/07/2019,1659,Arsalan jodia,-150000.0,Receipt,1,15
1920-000134,19/07/2019,1659,Arsalan jodia,-15950.0,Receipt,1,15
1920-000139,20/07/2019,1659,Arsalan jodia,-30000.0,Receipt,1,15
1920-000148,20/07/2019,1659,Arsalan jodia,97848.0,Invoice,4,15
1920-000131,22/07/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
1920-000148,22/07/2019,1659,Arsalan jodia,-3500.0,Receipt,1,15
CCN1920-000013,22/07/2019,1659,Arsalan jodia,-12000.0,CrNote,4,15
1920-000168,24/07/2019,1659,Arsalan jodia,-40000.0,Receipt,1,15
1920-000183,25/07/2019,1659,Arsalan jodia,37500.0,Invoice,4,15
CCN1920-000020,25/07/2019,1659,Arsalan jodia,-1416.0,CrNote,4,15
1920-000185,26/07/2019,1659,Arsalan jodia,-28640.0,Receipt,1,15
1920-000186,26/07/2019,1659,Arsalan jodia,-28000.0,Receipt,1,15
1920-000657,31/07/2019,1659,Arsalan jodia,70200.0,Invoice,4,15
CCN1920-000044,31/07/2019,1659,Arsalan jodia,-139200.0,CrNote,4,15
CCN1920-000256,31/07/2019,1659,Arsalan jodia,-1800.0,CrNote,4,15
1920-000236,02/08/2019,1659,Arsalan jodia,-143600.0,Receipt,1,15
1920-000273,06/08/2019,1659,Arsalan jodia,127564.8,Invoice,4,15
1920-000286,06/08/2019,1659,Arsalan jodia,116793.6,Invoice,4,15
1920-000357,19/08/2019,1659,Arsalan jodia,68400.0,Invoice,4,15
1920-000368,21/08/2019,1659,Arsalan jodia,64627.2,Invoice,4,15
1920-000375,21/08/2019,1659,Arsalan jodia,228096.0,Invoice,4,15
1920-000384,26/08/2019,1659,Arsalan jodia,-20000.0,Receipt,1,15
1920-000409,28/08/2019,1659,Arsalan jodia,68400.0,Invoice,4,15
CCN1920-000060,30/08/2019,1659,Arsalan jodia,-2848.0,CrNote,4,15
CCN1920-000079,31/08/2019,1659,Arsalan jodia,-191600.0,CrNote,4,15
1920-000448,04/09/2019,1659,Arsalan jodia,-72000.0,Receipt,1,15
1920-000478,05/09/2019,1659,Arsalan jodia,63158.4,Invoice,4,15
1920-000502,06/09/2019,1659,Arsalan jodia,29576.88,Invoice,4,15
1920-000524,11/09/2019,1659,Arsalan jodia,68400.0,Invoice,4,15
1920-000508,12/09/2019,1659,Arsalan jodia,-50000.0,Receipt,1,15
1920-000509,12/09/2019,1659,Arsalan jodia,-69120.0,Receipt,1,15
CDN1920-000038,12/09/2019,1659,Arsalan jodia,69120.0,DrNote,4,15
1920-000543,14/09/2019,1659,Arsalan jodia,98832.0,Invoice,4,15
1920-000548,16/09/2019,1659,Arsalan jodia,-54144.0,Receipt,1,15
1920-000559,17/09/2019,1659,Arsalan jodia,-24000.0,Receipt,1,15
1920-000563,17/09/2019,1659,Arsalan jodia,63158.4,Invoice,4,15
1920-000573,19/09/2019,1659,Arsalan jodia,54105.6,Invoice,4,15
1920-000609,23/09/2019,1659,Arsalan jodia,-70000.0,Receipt,1,15
