Transaction Date,Supplier Title,Supplier Category,Project Title,Currency Title,Type Title,Godown Title,Category Title,Class Title,Brand Title,Item Title,Unit Title,Item Description,Quantity,Rate,Gross Amount,SalesTax Amount,Net Amount
12/1/2018,Sugar Bashir Sugar (SAAD) JODIA,SERVICES,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar -moti Ahmed Sb,kg,invert sugar,1250.0,52.0,65000.0,0.0,65000.0
12/4/2018,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,filmFlexiblePackaging,soup & ckp,packing material,chicken powder 100gm roll (new),kg,chicken powder 100gm roll  total 78rolls,897.19,445.0,399249.55,67872.42,467121.97
12/4/2018,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,cracker & chicken powder production,15000.0,69.85,1047735.0,0.0,1047735.0
12/4/2018,Unity Foods Limited,RAW MATERIAL,None,PAK Rupee,HPKO,Factory Warehouse,Fat,whipCream,raw material,Fat Willmar HPKO,kg,cream production,2000.0,199.0,398000.0,0.0,398000.0
12/4/2018,Vendor cash partys,SERVICES,None,PAK Rupee,cornFlour,Factory Warehouse,flour,mingalz,raw material,Corn Flour MMFS2,kg,for funchies production,200.0,39.0,7800.0,0.0,7800.0
12/4/2018,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,cartons,mingalz,packing material,Funchies MC1 Carton (dimension 540 x 457 x 406mm),pcs,funchies carton,820.0,88.0,72160.0,12267.2,84427.2
12/5/2018,Mirpurkhas Sugar Mills ltd,RAW MATERIAL,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar refined pharma grade,kg,cream production,10000.0,59.0,590000.0,0.0,590000.0
12/6/2018,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,for cream production,20.0,2200.0,44000.0,0.0,44000.0
12/6/2018,Humayun Cargill ( javed sarvana ),RAW MATERIAL,None,PAK Rupee,CocoaPowder,Factory Warehouse,milkAndProteins,chocolate,raw material,Cocoa Powder,kg,for mingalz production,1250.0,408.55,510687.5,86816.88,597504.38
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGarlic,Factory Warehouse,vegetable powder,seasoning,raw material,Garlic Powder Local,kg,achari production,500.0,200.0,100000.0,0.0,100000.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGinger,Factory Warehouse,vegetable powder,seasoning,raw material,ginger powder (Sounth),kg,achari production,500.0,200.0,100000.0,0.0,100000.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderKlonji,Factory Warehouse,vegetable powder,seasoning,raw material,Kalonji,kg,achari production,70.0,290.0,20300.0,0.0,20300.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderSaunf,Factory Warehouse,vegetable powder,seasoning,raw material,Saunf Powder,kg,achari production,15.0,200.0,3000.0,0.0,3000.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderHaldi,Factory Warehouse,vegetable powder,seasoning,raw material,Turmeric (Haldi),kg,achari production,30.0,200.0,6000.0,0.0,6000.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderMustard,Factory Warehouse,vegetable powder,seasoning,raw material,sarson - mustard powder ,kg,achari production,75.0,150.0,11250.0,0.0,11250.0
12/8/2018,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderKhatai,Factory Warehouse,vegetable powder,seasoning,raw material,Khatai Powder,kg,achari production,10.0,125.0,1250.0,0.0,1250.0
12/8/2018,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid sodium di acetate,Factory Warehouse,foodChem,seasoning,raw material,Sodium di Acetate,kg,sodium di acetate for seasoning,50.0,255.0,12750.0,0.0,12750.0
12/9/2018,Usman Ice Box Maker,PACKING MATERIAL,None,PAK Rupee,whipcream,Factory Warehouse,cartons,whipCream,packing material,Ice box,pcs,ice box 400pcs,400.0,177.5,71000.0,0.0,71000.0
12/11/2018,Usman Ice Box Maker,PACKING MATERIAL,None,PAK Rupee,whipcream,Factory Warehouse,cartons,whipCream,packing material,Ice box,pcs,ice box 100pcs ,100.0,180.0,18000.0,0.0,18000.0
12/11/2018,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC1 1kg cracker Carton (dimension 410x325x355 mm),pcs,dashi soup c.p and cracker carton,2640.0,68.0,179520.0,30518.4,210038.4
12/12/2018,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,chicken powder & cracker,2500.0,7.5,18750.0,3187.5,21937.5
12/12/2018,N.a Enterprises,RAW MATERIAL,None,PAK Rupee,PropyleneGlycolLiquid,Factory Warehouse,glucose & sugar,cakegel,raw material,Propylene glycol PG,kg,pg for cream dept,215.0,275.0,59125.0,10051.25,69176.25
12/13/2018,Foodlink,RAW MATERIAL,None,PAK Rupee,white,Factory Warehouse,food color,cracker,raw material,TITANIUM DIOXIDE,kg,titanium di oxide ,50.0,510.0,25500.0,0.0,25500.0
12/13/2018,Al-Ameen Salt,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt from amin salt,900.0,7.5,6750.0,0.0,6750.0
12/13/2018,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose for seasoning preparation,250.0,130.0,32500.0,0.0,32500.0
12/13/2018,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,maida for cereal and bread crumbs production,1500.0,41.0,61500.0,0.0,61500.0
12/13/2018,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt extract,10.0,562.0,5620.0,0.0,5620.0
12/13/2018,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,lime,Factory Warehouse,Flavors,seasoning,raw material,Lime Flavor k-0308797,kg,flavor lime,10.0,1000.0,10000.0,0.0,10000.0
12/13/2018,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,mango,Factory Warehouse,Flavors,seasoning,raw material,Green Mango Flavor D-1510211,kg,flavor achari ,10.0,5300.0,53000.0,0.0,53000.0
12/14/2018,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,cracker & chicken powder production,2500.0,76.17,190418.0,0.0,190418.0
12/15/2018,Areeba food industries,RAW MATERIAL,None,PAK Rupee,dipChocolate,Factory Warehouse,partiallyFinished,mingalz,raw material,dipChocolate,kg,areeba foods dip chocolate,250.0,235.0,58750.0,0.0,58750.0
12/15/2018,MULTI PACKAGES AAMIR,SERVICES,None,PAK Rupee,soup & ckp,Factory Warehouse,flexible packaging,soup & ckp,packing material,chicken zaiqa powder 25kg non woven bag,pcs,chicken powder 25kg woven bags,1100.0,73.0,80300.0,0.0,80300.0
12/15/2018,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,Rafhan starch ind. grade 34101,15000.0,69.85,1047735.0,0.0,1047735.0
12/15/2018,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,displayBox,soup & ckp,packing material,Display Box Chicken powder 100gm (150x165x130mm),pcs,display box chicken powder 100gm,2200.0,15.35,33770.0,0.0,33770.0
12/15/2018,Silat Impex Abdul Qadir starch,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010F,kg,rafhan F grade ,500.0,85.0,42500.0,0.0,42500.0
12/17/2018,Vendor cash partys,SERVICES,None,PAK Rupee,ricewhole,Factory Warehouse,dehydratedVegetables,kheer,raw material,rice whole,kg,rice 1bag from karimabad contact 0332-3179387,50.0,41.0,2050.0,0.0,2050.0
12/19/2018,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid,125.0,140.0,17500.0,0.0,17500.0
12/19/2018,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 1kg bucket,pcs,c.p buckets 1ltr 2000pcs,2000.0,32.0,64000.0,0.0,64000.0
12/19/2018,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,filmFlexiblePackaging,soup & ckp,packing material,chicken powder 18gm roll (new),kg,8 kg par roll,771.34,465.0,358673.1,60974.43,419647.53
12/19/2018,HANGZHOU ZHONGBAO IMP AND EXP CORP.LTD.,International Supplier,None,US Dollar,hpmc,Factory Warehouse,foodChem,whipCream,raw material,HPMC methyl cellulose A15 ,kg,methyl cellulose A15 1000kgs imported from china FOB shipment,1000.0,9.2,9200.0,0.0,9200.0
12/19/2018,Marjan food,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch marjan foods,kg,corn starch for testing yellow ish in color ,100.0,55.0,5500.0,0.0,5500.0
12/21/2018,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 1kg bucket,pcs,c.p buckets 1ltr 2719pcs,2719.0,32.0,87008.0,0.0,87008.0
12/21/2018,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,displayBox,soup & ckp,packing material,Display Box Chicken powder 100gm (150x165x130mm),pcs,c.p 100gm display box,4300.0,15.35,66005.0,0.0,66005.0
12/22/2018,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC1 1kg cracker Carton (dimension 410x325x355 mm),pcs,c.p 100gm soup carton ,2610.0,68.0,177480.0,30171.6,207651.6
12/26/2018,F&A International,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC2 1kg pouch Carton (dimension 415 x 340 x 176 mm),pcs,1kg pouch cartons,491.0,80.0,39280.0,0.0,39280.0
12/26/2018,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC3 bucket Carton (dimension 400 x 266 x 273.75 mm),pcs,dashi mc3 bucket carton ,1585.0,58.0,91930.0,15628.1,107558.1
12/27/2018,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,50bags starch,2500.0,69.85,174623.0,0.0,174623.0
12/28/2018,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid adipic,Factory Warehouse,foodChem,seasoning,raw material,adipic acid,kg,adipic acid for jelly production,25.0,380.0,9500.0,0.0,9500.0
12/28/2018,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,cassienate newzealand,20.0,2200.0,44000.0,0.0,44000.0
12/28/2018,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,maida for bread crumb production,1500.0,41.0,61500.0,0.0,61500.0
12/28/2018,Khamissa International,RAW MATERIAL,None,PAK Rupee,dsp,Factory Warehouse,foodChem,whipCream,raw material,Di Sodium Phosphate,kg,di sodium phosphate 50kg,50.0,360.0,18000.0,0.0,18000.0
12/31/2018,ANHUI EBUY INTERNATIONAL,International Supplier,None,US Dollar,iplusG,Factory Warehouse,foodChem,seasoning,raw material,I+G,kg,i+g 2000kg,2000.0,12.8,25600.0,0.0,25600.0
12/31/2018,ANHUI EBUY INTERNATIONAL,International Supplier,None,US Dollar,yeastExtract,Factory Warehouse,milkAndProteins,seasoning,raw material,INACTIVE DRIED YEAST,kg,inactive dried yeast 4000kg,4000.0,4.09,16360.0,0.0,16360.0
12/31/2018,ANHUI EBUY INTERNATIONAL,International Supplier,None,US Dollar,proteinWheatGluten,Factory Warehouse,milkAndProteins,extrusion,raw material,Wheat Gluten,kg,wheat gluten 2000kg,2000.0,1.58,3160.0,0.0,3160.0
12/31/2018,Sugar Bashir Sugar (SAAD) JODIA,SERVICES,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar -moti Ahmed Sb,kg,Sugar 20 bags 1000kg for invert sugar,1000.0,54.0,54000.0,0.0,54000.0
1/2/2019,Foodlink,RAW MATERIAL,None,PAK Rupee,white,Factory Warehouse,food color,cracker,raw material,TITANIUM DIOXIDE,kg,TITANIUM DI OXIDE for cracker dept,100.0,510.0,51000.0,0.0,51000.0
1/2/2019,Sugar Bashir Sugar (SAAD) JODIA,SERVICES,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar -moti Ahmed Sb,kg,sugar moti for invert sugar production,1000.0,54.0,54000.0,0.0,54000.0
1/4/2019,Vendor cash partys,SERVICES,None,PAK Rupee,cookingOil,Factory Warehouse,Fat,crackers,raw material,COOKING OIL ,kg,tazaa gold oil 16kg drum 2pcs,32.0,160.0,5120.0,0.0,5120.0
1/4/2019,Vendor cash partys,SERVICES,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,26x32 inches transparent ldpe..liner for 25kgbag ,kg,12kg pp for invert sugar,10.0,300.0,3000.0,0.0,3000.0
1/5/2019,Klarg Exports,Local Supplier,None,PAK Rupee,powderFructose,Factory Warehouse,glucose & sugar,seasoning,raw material,FructoPure Tate&Lyle,kg,fructopure tate &lyle,25.0,224.0,5600.0,0.0,5600.0
1/7/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,corn starch rafhan,2500.0,76.17,190418.0,0.0,190418.0
1/7/2019,CJ CHEILJEDANG CORPORATION,International Supplier,None,US Dollar,iplusG,Factory Warehouse,foodChem,seasoning,raw material,I+G,kg,i+g import partial shipment toal 3 tons last shipment of 1ton,1000.0,10.5,10500.0,0.0,10500.0
1/7/2019,MAK KEMICAL,RAW MATERIAL,None,PAK Rupee,tween60,Factory Warehouse,emulsifier,whipCream,raw material,Polysorbate 7462 ,kg,indian oil 25kg drum,25.0,555.0,13875.0,0.0,13875.0
1/8/2019,Brother Enterprise,RAW MATERIAL,None,PAK Rupee,FDCorn,Factory Warehouse,dehydratedVegetables,soups,raw material,sweet corn,kg,sweet corn,40.0,3000.0,120000.0,0.0,120000.0
1/9/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 034010 industrial grade,15000.0,76.17,1142505.0,0.0,1142505.0
1/9/2019,Mirpurkhas Sugar Mills ltd,RAW MATERIAL,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar refined pharma grade,kg,sugar pharma grade fine ,10000.0,59.0,590000.0,0.0,590000.0
1/9/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,vanillanMingalz,Factory Warehouse,Flavors,mingalz,raw material,Vanillin ,kg,vanillin 5kg ,5.0,2500.0,12500.0,0.0,12500.0
1/10/2019,Habib ADM Limited,RAW MATERIAL,None,PAK Rupee,sorbitol,Factory Warehouse,glucose & sugar,cakegel,raw material,Sorbitol,kg,sorbitol 6drums 5 for ahmed sb and 1 for factory,1650.0,95.0,156750.0,26647.5,183397.5
1/10/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,filmFlexiblePackaging,mingalz,packing material,green 12gm roll ,kg,choco ball 20 rolls,286.0,465.0,132990.0,22608.3,155598.3
1/10/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,filmFlexiblePackaging,mingalz,packing material,pink 12gm roll ,kg, strawberry crunch 20rolls,287.0,465.0,133455.0,22687.35,156142.35
1/11/2019,Al-Ameen Salt,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 06 bags,300.0,10.0,3000.0,0.0,3000.0
1/12/2019,Al-Ameen Salt,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 100 bags,5000.0,10.0,50000.0,0.0,50000.0
1/12/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,tomato,Factory Warehouse,Flavors,seasoning,raw material,Tomato Flavor E-9949696,kg,tomato flavor 05kg,5.0,3750.0,18750.0,0.0,18750.0
1/14/2019,Bhaya food dip ,RAW MATERIAL,None,PAK Rupee,dipStrawberry,Factory Warehouse,partiallyFinished,mingalz,raw material,dipStrawberry,kg,strawberry past 200kg,400.0,140.0,56000.0,0.0,56000.0
1/14/2019,Tape Fair Pack International pvt ltd,SERVICES,None,PAK Rupee,Production,Factory Warehouse,tape,Production,packing material,BOPP Sealing tape red,pcs,seeling tape 1000pcs,1000.0,64.0,64000.0,10880.0,74880.0
1/15/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 1kg bucket,pcs,cp 1kg bucket,2100.0,32.0,67200.0,0.0,67200.0
1/15/2019,Urban Packages,PACKING MATERIAL,None,PAK Rupee,cracker,Factory Warehouse,bag,cracker,packing material,cracker 1kg PP bag,kg,cracker 1kg plastic bags,23.0,295.0,6785.0,0.0,6785.0
1/15/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt extract 20kg,20.0,225.0,4500.0,0.0,4500.0
1/15/2019,S.K Plastic,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,26x32 inches transparent ldpe..liner for 25kgbag ,kg,bread crumb blue inner bags,300.0,245.0,73500.0,0.0,73500.0
1/17/2019,Urban Packages,PACKING MATERIAL,None,PAK Rupee,cracker,Factory Warehouse,bag,cracker,packing material,cracker 1kg PP bag,kg,cracker 1kg plastic bags,53.0,295.0,15635.0,0.0,15635.0
1/17/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,chicken powder 1kg pouch empty,pcs,cp 1kg pouch 32000,32000.0,10.2,326400.0,55488.0,381888.0
1/17/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,filmFlexiblePackaging,mingalz,packing material,purple 12gm roll,kg,choco 16gm roll 42pcs,606.0,450.0,272700.0,46359.0,319059.0
1/17/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,filmFlexiblePackaging,mingalz,packing material,yellow 12gm roll ,kg,choco 14gm roll 48pcs,606.0,450.0,272700.0,46359.0,319059.0
1/17/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,label,soup & ckp,packing material,chicken powder 1kg bucket label,pcs,cp 1kg bucket stecker 16698 pcs,16698.0,3.22,53767.56,0.0,53767.56
1/17/2019,Al-Ameen Salt,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 100bags,5000.0,10.0,50000.0,0.0,50000.0
1/17/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,casinate 25kg 01 bag,20.0,2200.0,44000.0,0.0,44000.0
1/17/2019,Vendor cash partys,SERVICES,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt extract 75 kg,75.0,225.0,16875.0,0.0,16875.0
1/17/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,Bakery,Factory Warehouse,label,Bakery,packing material,cake gel 1kg bucket label,pcs,cake jel 1kg bucket steacker,2055.0,3.8,7809.0,0.0,7809.0
1/17/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,marketingMaterial,mingalz,packing material,dashi hanger,pcs,dashi hanger 7467pcs,7467.0,4.95,36961.65,0.0,36961.65
1/17/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,marketingMaterial,mingalz,packing material,funchies hanger,pcs,mingalz hanger 568pcs,568.0,9.85,5594.8,0.0,5594.8
1/18/2019,Urban Packages,PACKING MATERIAL,None,PAK Rupee,cracker,Factory Warehouse,bag,cracker,packing material,cracker 1kg PP bag,kg,cracker 1kg plastic bags 138kg,138.0,295.0,40710.0,0.0,40710.0
1/18/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,chicken powder 1kg pouch empty,pcs,cp 1kg pouch 14370pcs,14370.0,10.2,146574.0,24917.58,171491.58
1/18/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt extract 40kg,40.0,225.0,9000.0,0.0,9000.0
1/18/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,none,Factory Warehouse,cleanignRelated,none,consumables,Boiler chemical EC-2823,kg,boiler chemical 25kg,25.0,400.0,10000.0,0.0,10000.0
1/19/2019,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGarlic,Factory Warehouse,vegetable powder,seasoning,raw material,Garlic Powder Local,kg,garlic powder 500kg,500.0,200.0,100000.0,0.0,100000.0
1/19/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rahfan starch ind. grade,2500.0,76.17,190418.0,0.0,190418.0
1/21/2019,Habib ADM Limited,RAW MATERIAL,None,PAK Rupee,maltoseSyrup,Factory Warehouse,glucose & sugar,mingalz,raw material,Maltose Syrup,kg,maltose syrup for bread crumbs,300.0,75.0,22500.0,3825.0,26325.0
1/21/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 75kg,75.0,4900.0,367500.0,0.0,367500.0
1/21/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 03 can,75.0,4900.0,367500.0,0.0,367500.0
1/22/2019,Foodlink,RAW MATERIAL,None,PAK Rupee,white,Factory Warehouse,food color,cracker,raw material,TITANIUM DIOXIDE,kg,titanium di oxide 04 bags,100.0,510.0,51000.0,0.0,51000.0
1/22/2019,Silat Impex Abdul Qadir starch,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch india,kg,corn starch 25kg 01 bag chaina,25.0,78.0,1950.0,0.0,1950.0
1/22/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 50kg 02 bags hub salt,100.0,7.5,750.0,0.0,750.0
1/22/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,maida 2400kg,2400.0,40.5,97200.0,0.0,97200.0
1/22/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,displayBox,soup & ckp,packing material,Display Box Chicken powder 100gm (150x165x130mm),pcs,cp 100gm display box 6000pcs,6000.0,15.35,92100.0,0.0,92100.0
1/22/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt 80kg,80.0,225.0,18000.0,0.0,18000.0
1/22/2019,Vendor cash partys,SERVICES,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,malt 300 kg 01 drum,300.0,240.0,72000.0,0.0,72000.0
1/22/2019,Silat Impex Abdul Qadir starch,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010F,kg,starch rafhan food grade,2500.0,82.5,206250.0,0.0,206250.0
1/22/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 18kg bucket,pcs,plastic15kg bucket 50pcs,50.0,270.0,13500.0,0.0,13500.0
1/24/2019,Deer food industries,RAW MATERIAL,None,PAK Rupee,dipChocolate,Factory Warehouse,partiallyFinished,mingalz,raw material,dipChocolate,kg,chocolate 650kg,650.0,210.08,136552.0,25944.88,162496.88
1/24/2019,National chemical naeem,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,corn starch 50kg 50bags,2500.0,81.0,202500.0,0.0,202500.0
1/24/2019,Silat Impex Abdul Qadir starch,RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch india,kg,corn starch 25kg 400bags china,10000.0,79.5,795000.0,0.0,795000.0
1/24/2019,Al-Ameen Salt,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 50kg 100bags,5000.0,10.0,50000.0,0.0,50000.0
1/24/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,maltExtractLiquid,Factory Warehouse,glucose & sugar,mingalz,raw material,Malt Extract,kg,"
malt 100kg
",100.0,225.0,22500.0,0.0,22500.0
1/24/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,vanillanMingalz,Factory Warehouse,Flavors,mingalz,raw material,Vanillin ,kg,"
vanillian flavor 09kg
",9.0,2500.0,22500.0,0.0,22500.0
1/25/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan,15000.0,76.17,1142505.0,0.0,1142505.0
1/25/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,maida 60 bags,3000.0,41.0,123000.0,0.0,123000.0
1/25/2019,ANAS TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,ricewhole,Factory Warehouse,dehydratedVegetables,kheer,raw material,rice whole,kg,rice for granging 05bags,250.0,42.0,10500.0,0.0,10500.0
1/26/2019,Marjan food,RAW MATERIAL,None,PAK Rupee,cornFlour,Factory Warehouse,flour,mingalz,raw material,Corn Flour MMFS2,kg,mmfs2 corn flour ,1000.0,41.0,41000.0,0.0,41000.0
